DATETRANSA;NumClient;SensTransaction;NumeroValeur;QuantiteNegociee;CoursTransaction;Montant;NAT;GESTION;COMMERC;SOLDE;Depose;TUNSFAX
01/04/2019 00:00;50786;V;1570;5;102,988;514,94;TN;LIBRE;44;0;O;T
02/04/2019 00:00;39437;A;1570;486;103,008;50061,888;TN;LIBRE;6;0;O;T
02/04/2019 00:00;58437;A;1570;8;103,008;824,064;TN;LIBRE;52;0;O;T
02/04/2019 00:00;9671;A;1570;594;103,008;61186,752;TN;LIBRE;44;0;O;T
02/04/2019 00:00;39431;A;1570;904;103,008;93119,232;TN;LIBRE;7;0;O;T
02/04/2019 00:00;48780;A;1570;205;103,008;21116,64;TN;LIBRE;44;0;O;T
02/04/2019 00:00;9807;A;1570;434;103,008;44705,472;TN;LIBRE;44;65,492;O;T
02/04/2019 00:00;9276;A;1570;364;103,008;37494,912;TN;LIBRE;44;21406,908;O;T
02/04/2019 00:00;46313;A;1570;405;103,008;41718,24;TN;LIBRE;44;0;O;T
02/04/2019 00:00;46739;A;1570;970;103,008;99917,76;TN;LIBRE;52;0;O;T
02/04/2019 00:00;57644;A;1570;11;103,008;1133,088;TN;LIBRE;44;0;O;T
02/04/2019 00:00;53985;A;1570;485;103,008;49958,88;TN;LIBRE;52;0;O;T
02/04/2019 00:00;54006;A;1570;970;103,008;99917,76;TN;LIBRE;52;0;O;T
02/04/2019 00:00;12867;A;1570;18;103,008;1854,144;TN;LIBRE;7;90,35;O;T
02/04/2019 00:00;51910;A;1570;275;103,008;28327,2;TN;LIBRE;7;0;O;T
02/04/2019 00:00;49205;A;1570;109;103,008;11227,872;TN;LIBRE;7;0;O;T
02/04/2019 00:00;12866;A;1570;302;103,008;31108,416;TN;LIBRE;7;66,873;O;T
02/04/2019 00:00;53510;A;1570;142;103,008;14627,136;TN;LIBRE;7;0;O;T
02/04/2019 00:00;38870;A;1570;92;103,008;9476,736;TN;LIBRE;6;0;O;T
02/04/2019 00:00;50999;A;1570;162;103,008;16687,296;TN;LIBRE;7;0;O;T
02/04/2019 00:00;53508;A;1570;244;103,008;25133,952;TN;LIBRE;7;0;O;T
02/04/2019 00:00;48401;A;1570;156;103,008;16069,248;TN;LIBRE;7;0;O;T
02/04/2019 00:00;48271;A;1570;610;103,008;62834,88;TN;LIBRE;7;0;O;T
02/04/2019 00:00;49174;A;1570;376;103,008;38731,008;TN;LIBRE;7;0;O;T
02/04/2019 00:00;47502;A;1570;761;103,008;78389,088;TN;LIBRE;7;0;O;T
02/04/2019 00:00;44616;A;1570;750;103,008;77256;TN;LIBRE;7;0;O;T
02/04/2019 00:00;44409;A;1570;110;103,008;11330,88;TN;LIBRE;7;0;O;T
02/04/2019 00:00;27362;V;1570;15;103,008;1545,12;TN;LIBRE;53;-964,611;O;T
02/04/2019 00:00;46308;V;1570;5;103,008;515,04;TN;LIBRE;52;0;O;T
02/04/2019 00:00;48951;A;1570;40;103,008;4120,32;TN;LIBRE;7;0;O;T
02/04/2019 00:00;41623;V;1570;40;103,008;4120,32;TN;LIBRE;7;0;O;T
02/04/2019 00:00;57644;V;1570;35;103,008;3605,28;TN;LIBRE;44;0;O;T
02/04/2019 00:00;38870;V;1570;2;103,008;206,016;TN;LIBRE;6;0;O;T
03/04/2019 00:00;44616;A;1570;287;103,028;29569,036;TN;LIBRE;7;0;O;T
03/04/2019 00:00;221;A;1570;138;103,028;14217,864;TN;LIBRE;7;9,282;O;T
03/04/2019 00:00;54458;A;1570;240;103,028;24726,72;TN;LIBRE;52;0;O;T
03/04/2019 00:00;5666;A;1570;77;103,028;7933,156;TN;LIBRE;52;25,417;O;T
03/04/2019 00:00;48951;A;1570;162;103,028;16690,536;TN;LIBRE;7;0;O;T
03/04/2019 00:00;46739;A;1570;348;103,028;35853,744;TN;LIBRE;52;0;O;T
03/04/2019 00:00;58077;A;1570;108;103,028;11127,024;TN;LIBRE;7;0;O;T
03/04/2019 00:00;222;A;1570;267;103,028;27508,476;TN;LIBRE;7;226,398;O;T
03/04/2019 00:00;50989;A;1570;241;103,028;24829,748;TN;LIBRE;75;0;O;N
03/04/2019 00:00;44947;A;1570;760;103,028;78301,28;TN;LIBRE;9;0;O;S
03/04/2019 00:00;58076;A;1570;149;103,028;15351,172;TN;LIBRE;7;0;O;T
03/04/2019 00:00;45710;A;1570;1348;103,028;138881,744;TN;LIBRE;47;0;O;T
03/04/2019 00:00;51896;A;1570;180;103,028;18545,04;TN;LIBRE;44;0;O;T
03/04/2019 00:00;54592;A;1570;1;103,028;103,028;TN;LIBRE;52;0;O;T
03/04/2019 00:00;52999;A;1570;463;103,028;47701,964;TN;LIBRE;52;0;O;T
03/04/2019 00:00;44374;A;1570;1458;103,028;150214,824;TN;LIBRE;52;0;O;T
03/04/2019 00:00;52187;A;1570;87;103,028;8963,436;TN;LIBRE;75;0;O;N
03/04/2019 00:00;51767;A;1570;104;103,028;10714,912;TN;LIBRE;52;0;O;T
03/04/2019 00:00;39437;A;1570;242;103,028;24932,776;TN;LIBRE;6;0;O;T
03/04/2019 00:00;53063;A;1570;443;103,028;45641,404;TN;LIBRE;52;0;O;T
03/04/2019 00:00;54006;A;1570;292;103,028;30084,176;TN;LIBRE;52;0;O;T
03/04/2019 00:00;53015;A;1570;67;103,028;6902,876;TN;LIBRE;75;0;O;T
03/04/2019 00:00;52052;A;1570;172;103,028;17720,816;TN;LIBRE;52;0;O;T
03/04/2019 00:00;54594;V;1570;9707;103,028;1000092,796;TN;LIBRE;52;0;O;T
03/04/2019 00:00;54594;A;1570;9708;103,028;1000195,824;TN;LIBRE;52;0;O;T
03/04/2019 00:00;46422;A;1570;190;103,028;19575,32;TN;GEST;44;0;O;T
03/04/2019 00:00;45481;V;1570;194;103,028;19987,432;TN;LIBRE;44;0;O;T
03/04/2019 00:00;53145;V;1570;19;103,028;1957,532;TN;LIBRE;44;0;O;T
03/04/2019 00:00;32041;V;1570;3;103,028;309,084;TN;LIBRE;7;0;O;T
03/04/2019 00:00;45910;V;1570;3;103,028;309,084;TN;LIBRE;7;0;O;T
03/04/2019 00:00;52142;V;1570;9;103,028;927,252;TN;LIBRE;6;0;O;T
03/04/2019 00:00;45375;V;1570;65;103,028;6696,82;TN;LIBRE;7;0;O;T
03/04/2019 00:00;53874;V;1570;96;103,028;9890,688;TN;LIBRE;7;0;O;T
03/04/2019 00:00;39373;V;1570;65;103,028;6696,82;TN;LIBRE;7;0;O;T
03/04/2019 00:00;39373;V;1570;1;103,028;103,028;TN;LIBRE;7;0;O;T
04/04/2019 00:00;26865;V;1570;98;103,048;10098,704;TN;LIBRE;7;358,146;O;T
04/04/2019 00:00;55730;V;1570;370;103,048;38127,76;TN;LIBRE;6;0;O;T
04/04/2019 00:00;6000;A;1570;182;103,048;18754,736;TN;LIBRE;9;86,379;O;S
04/04/2019 00:00;52142;V;1570;7;103,048;721,336;TN;LIBRE;6;0;O;T
04/04/2019 00:00;3971;A;1570;132;103,048;13602,336;TN;LIBRE;9;4,661;O;s
04/04/2019 00:00;5114;A;1570;66;103,048;6801,168;TN;LIBRE;9;86,776;O;S
04/04/2019 00:00;3941;A;1570;15;103,048;1545,72;TN;LIBRE;9;68,339;O;S
04/04/2019 00:00;51071;A;1570;100;103,048;10304,8;TN;LIBRE;9;0;O;S
04/04/2019 00:00;53443;A;1570;20;103,048;2060,96;TN;LIBRE;9;0;O;S
04/04/2019 00:00;52957;A;1570;967;103,048;99647,416;TN;LIBRE;9;0;O;S
04/04/2019 00:00;9359;A;1570;1254;103,048;129222,192;TN;LIBRE;9;186,233;O;S
04/04/2019 00:00;53701;A;1570;28;103,048;2885,344;TN;LIBRE;9;0;O;S
04/04/2019 00:00;53702;A;1570;93;103,048;9583,464;TN;LIBRE;9;0;O;S
04/04/2019 00:00;53703;A;1570;8;103,048;824,384;TN;LIBRE;9;0;O;S
04/04/2019 00:00;45803;A;1570;8;103,048;824,384;TN;LIBRE;9;0;O;s
04/04/2019 00:00;49033;A;1570;41;103,048;4224,968;TN;LIBRE;9;0;O;S
04/04/2019 00:00;53702;V;1570;93;103,048;9583,464;TN;LIBRE;9;0;O;S
04/04/2019 00:00;52957;V;1570;967;103,048;99647,416;TN;LIBRE;9;0;O;S
04/04/2019 00:00;51071;V;1570;100;103,048;10304,8;TN;LIBRE;9;0;O;S
04/04/2019 00:00;9359;V;1570;1254;103,048;129222,192;TN;LIBRE;9;186,233;O;S
04/04/2019 00:00;6000;V;1570;182;103,048;18754,736;TN;LIBRE;9;86,379;O;S
04/04/2019 00:00;3971;V;1570;132;103,048;13602,336;TN;LIBRE;9;4,661;O;s
04/04/2019 00:00;5114;V;1570;66;103,048;6801,168;TN;LIBRE;9;86,776;O;S
05/04/2019 00:00;48780;V;1570;4;103,068;412,272;TN;LIBRE;44;0;O;T
08/04/2019 00:00;54594;V;1570;9700;103,132;1000380,4;TN;LIBRE;52;0;O;T
08/04/2019 00:00;3972;A;1570;35;103,132;3609,62;TN;LIBRE;9;31,02;O;S
08/04/2019 00:00;52957;A;1570;966;103,132;99625,512;TN;LIBRE;9;0;O;S
08/04/2019 00:00;53702;A;1570;93;103,132;9591,276;TN;LIBRE;9;0;O;S
08/04/2019 00:00;5114;A;1570;66;103,132;6806,712;TN;LIBRE;9;86,776;O;S
08/04/2019 00:00;9359;A;1570;1253;103,132;129224,396;TN;LIBRE;9;186,233;O;S
08/04/2019 00:00;6000;A;1570;182;103,132;18770,024;TN;LIBRE;9;86,379;O;S
08/04/2019 00:00;49219;A;1570;88;103,132;9075,616;TN;LIBRE;9;0;O;s
08/04/2019 00:00;51071;A;1570;161;103,132;16604,252;TN;LIBRE;9;0;O;S
08/04/2019 00:00;3971;A;1570;132;103,132;13613,424;TN;LIBRE;9;4,661;O;s
08/04/2019 00:00;54594;A;1570;4;103,132;412,528;TN;LIBRE;52;0;O;T
08/04/2019 00:00;58431;A;1570;5759;103,132;593937,188;TN;LIBRE;83;0;O;T
08/04/2019 00:00;38778;A;1570;9506;103,132;980372,792;TN;LIBRE;8;0;O;T
08/04/2019 00:00;48575;A;1570;968;103,132;99831,776;TN;LIBRE;52;0;O;T
08/04/2019 00:00;45349;V;1570;16;103,132;1650,112;TN;LIBRE;7;0;O;T
08/04/2019 00:00;58729;A;1570;4848;103,132;499983,936;TN;LIBRE;52;0;O;T
08/04/2019 00:00;58730;A;1570;4848;103,132;499983,936;TN;LIBRE;52;0;O;T
08/04/2019 00:00;25025;V;1570;68;103,132;7012,976;TN;LIBRE;7;171,434;O;T
10/04/2019 00:00;48780;V;1570;1;103,178;103,178;TN;LIBRE;44;0;O;T
10/04/2019 00:00;54594;V;1570;49;103,178;5055,722;TN;LIBRE;52;0;O;T
10/04/2019 00:00;54592;V;1570;49;103,178;5055,722;TN;LIBRE;52;0;O;T
11/04/2019 00:00;50876;V;1570;8;103,201;825,608;TN;LIBRE;52;0;O;T
11/04/2019 00:00;46315;V;1570;16;103,201;1651,216;TN;LIBRE;44;0;O;T
11/04/2019 00:00;46496;A;1570;1937;103,201;199900,337;TN;LIBRE;44;0;O;T
11/04/2019 00:00;54676;A;1570;387;103,201;39938,787;TN;LIBRE;44;0;O;T
11/04/2019 00:00;53803;V;1570;3;103,201;309,603;TN;LIBRE;52;0;O;T
11/04/2019 00:00;46316;V;1570;16;103,201;1651,216;TN;LIBRE;44;0;O;T
11/04/2019 00:00;48780;V;1570;1;103,201;103,201;TN;LIBRE;44;0;O;T
11/04/2019 00:00;50876;V;1570;77;103,201;7946,477;TN;LIBRE;52;0;O;T
11/04/2019 00:00;45475;A;1570;1631;103,201;168320,831;TN;LIBRE;8;0;O;T
11/04/2019 00:00;54916;V;1570;7;103,201;722,407;TN;LIBRE;52;0;O;T
11/04/2019 00:00;51896;V;1570;2;103,201;206,402;TN;LIBRE;44;0;O;T
11/04/2019 00:00;50945;V;1570;12;103,201;1238,412;TN;LIBRE;44;0;O;T
12/04/2019 00:00;45475;A;1570;117;103,222;12076,974;TN;LIBRE;8;0;O;T
12/04/2019 00:00;51009;V;1570;6;103,222;619,332;TN;LIBRE;44;0;O;T
12/04/2019 00:00;46773;V;1570;50;103,222;5161,1;TN;LIBRE;52;0;O;T
12/04/2019 00:00;46773;V;1570;1;103,222;103,222;TN;LIBRE;52;0;O;T
15/04/2019 00:00;45349;V;1570;39;103,285;4028,115;TN;LIBRE;7;0;O;T
15/04/2019 00:00;53985;V;1570;251;103,285;25924,535;TN;LIBRE;52;0;O;T
15/04/2019 00:00;28819;A;1570;3;103,285;309,855;TN;LIBRE;6;0;O;T
15/04/2019 00:00;37034;A;1570;39;103,285;4028,115;TN;LIBRE;7;92,948;O;T
15/04/2019 00:00;53874;V;1570;99;103,285;10225,215;TN;LIBRE;7;0;O;T
15/04/2019 00:00;55730;V;1570;10;103,285;1032,85;TN;LIBRE;6;0;O;T
16/04/2019 00:00;53985;V;1570;234;103,306;24173,604;TN;LIBRE;52;0;O;T
16/04/2019 00:00;3941;V;1570;15;103,306;1549,59;TN;LIBRE;9;68,339;O;S
16/04/2019 00:00;39437;A;1570;17;103,306;1756,202;TN;LIBRE;6;0;O;T
16/04/2019 00:00;37214;V;1570;23;103,306;2376,038;TN;LIBRE;7;48,68;O;T
16/04/2019 00:00;58098;V;1570;4;103,306;413,224;TN;LIBRE;7;0;O;T
17/04/2019 00:00;37222;A;1570;39;103,327;4029,753;TN;LIBRE;9;37,977;O;s
17/04/2019 00:00;53803;V;1570;1;103,327;103,327;TN;LIBRE;52;0;O;T
17/04/2019 00:00;28819;A;1570;2;103,327;206,654;TN;LIBRE;6;0;O;T
17/04/2019 00:00;51071;V;1570;40;103,327;4133,08;TN;LIBRE;9;0;O;S
17/04/2019 00:00;57189;A;1570;47;103,327;4856,369;TN;LIBRE;7;0;O;T
17/04/2019 00:00;57840;A;1570;49;103,327;5063,023;TN;LIBRE;7;0;O;T
17/04/2019 00:00;48382;A;1570;26;103,327;2686,502;TN;LIBRE;12;0;O;T
17/04/2019 00:00;39310;V;1570;3;103,327;309,981;TN;LIBRE;52;0;O;T
17/04/2019 00:00;51071;V;1570;18;103,327;1859,886;TN;LIBRE;9;0;O;S
18/04/2019 00:00;51896;V;1570;19;103,348;1963,612;TN;LIBRE;44;0;O;T
18/04/2019 00:00;50786;A;1570;15;103,348;1550,22;TN;LIBRE;44;0;O;T
18/04/2019 00:00;25248;A;1570;1617;103,348;167113,716;TN;LIBRE;9;12,394;O;S
18/04/2019 00:00;51072;A;1570;155;103,348;16018,94;TN;LIBRE;6;0;O;T
18/04/2019 00:00;54053;A;1570;48;103,348;4960,704;TN;LIBRE;52;0;O;T
18/04/2019 00:00;9261;A;1570;24;103,348;2480,352;TN;LIBRE;6;125,291;O;T
18/04/2019 00:00;58437;V;1570;5;103,348;516,74;TN;LIBRE;52;0;O;T
18/04/2019 00:00;50770;V;1570;24;103,348;2480,352;TN;LIBRE;44;0;O;T
19/04/2019 00:00;50989;V;1570;241;103,37;24912,17;TN;LIBRE;75;0;O;N
19/04/2019 00:00;55332;A;1570;28;103,37;2894,36;TN;LIBRE;53;0;O;T
19/04/2019 00:00;46422;A;1570;20;103,37;2067,4;TN;GEST;44;0;O;T
19/04/2019 00:00;50945;V;1570;31;103,37;3204,47;TN;LIBRE;44;0;O;T
19/04/2019 00:00;57812;A;1570;1;103,37;103,37;TN;LIBRE;52;0;O;T
19/04/2019 00:00;27357;V;1570;20;103,37;2067,4;TN;LIBRE;53;319,63;O;T
19/04/2019 00:00;27362;V;1570;9;103,37;930,33;TN;LIBRE;53;-964,611;O;T
19/04/2019 00:00;53874;V;1570;2;103,37;206,74;TN;LIBRE;7;0;O;T
19/04/2019 00:00;38870;A;1570;1;103,37;103,37;TN;LIBRE;6;0;O;T
22/04/2019 00:00;57235;V;1570;16;103,431;1654,896;TN;LIBRE;52;0;O;T
23/04/2019 00:00;9412;V;1570;55;103,452;5689,86;TN;LIBRE;7;20,271;O;T
23/04/2019 00:00;45341;A;1570;1933;103,452;199972,716;TN;LIBRE;8;0;O;T
23/04/2019 00:00;9261;V;1570;30;103,452;3103,56;TN;LIBRE;6;125,291;O;T
23/04/2019 00:00;58863;A;1570;218;103,452;22552,536;TN;CEA;44;0;O;T
23/04/2019 00:00;50786;V;1570;218;103,452;22552,536;TN;LIBRE;44;0;O;T
23/04/2019 00:00;51071;V;1570;47;103,452;4862,244;TN;LIBRE;9;0;O;S
23/04/2019 00:00;50015;A;1570;49;103,452;5069,148;TN;LIBRE;9;0;O;s
24/04/2019 00:00;9350;V;1570;50;103,473;5173,65;TN;LIBRE;6;87,388;O;T
24/04/2019 00:00;190;V;1570;387;103,473;40044,051;TN;LIBRE;7;73,479;O;T
24/04/2019 00:00;58863;V;1570;98;103,473;10140,354;TN;CEA;44;0;O;T
24/04/2019 00:00;46068;A;1570;139;103,473;14382,747;TN;LIBRE;7;0;O;T
24/04/2019 00:00;3733;A;1570;1000;103,473;103473;TN;LIBRE;7;-95,246;O;T
25/04/2019 00:00;52950;A;1570;1459;103,494;150997,746;TN;LIBRE;6;0;O;T
25/04/2019 00:00;45317;A;1570;1163;103,494;120363,522;TN;LIBRE;9;0;O;s
25/04/2019 00:00;50643;A;1570;492;103,494;50919,048;TN;LIBRE;44;0;O;T
25/04/2019 00:00;57163;A;1570;154;103,494;15938,076;TN;LIBRE;44;0;O;T
25/04/2019 00:00;58863;V;1570;120;103,494;12419,28;TN;CEA;44;0;O;T
25/04/2019 00:00;45897;V;1570;108;103,494;11177,352;TN;LIBRE;7;0;O;T
25/04/2019 00:00;45997;A;1570;88;103,494;9107,472;TN;LIBRE;52;0;O;T
25/04/2019 00:00;54581;A;1570;39;103,494;4036,266;TN;LIBRE;52;0;O;T
25/04/2019 00:00;49245;A;1570;20;103,494;2069,88;TN;LIBRE;52;0;O;T
26/04/2019 00:00;38870;A;1570;14;103,515;1449,21;TN;LIBRE;6;0;O;T
26/04/2019 00:00;49034;A;1570;2;103,515;207,03;TN;LIBRE;52;0;O;T
26/04/2019 00:00;46773;V;1570;27;103,515;2794,905;TN;LIBRE;52;0;O;T
29/04/2019 00:00;39101;A;1570;1;103,578;103,578;TN;LIBRE;6;0;O;T
29/04/2019 00:00;47115;V;1570;18;103,578;1864,404;TN;LIBRE;52;0;O;T
29/04/2019 00:00;9602;A;1570;11;103,578;1139,358;TN;LIBRE;7;100,639;O;T
30/04/2019 00:00;39437;V;1570;730;103,599;75627,27;TN;LIBRE;6;0;O;T
30/04/2019 00:00;53874;V;1570;238;103,599;24656,562;TN;LIBRE;7;0;O;T
30/04/2019 00:00;9350;V;1570;30;103,599;3107,97;TN;LIBRE;6;87,388;O;T
30/04/2019 00:00;39437;A;1570;960;103,599;99455,04;TN;LIBRE;6;0;O;T
30/04/2019 00:00;46739;A;1570;377;103,599;39056,823;TN;LIBRE;52;0;O;T
30/04/2019 00:00;49245;A;1570;97;103,599;10049,103;TN;LIBRE;52;0;O;T
30/04/2019 00:00;50888;A;1570;639;103,599;66199,761;TN;LIBRE;52;0;O;T
30/04/2019 00:00;39437;A;1570;5;103,599;517,995;TN;LIBRE;6;0;O;T
02/05/2019 00:00;9350;V;1570;20;103,642;2072,84;TN;LIBRE;6;87,388;O;T
02/05/2019 00:00;6000;V;1570;182;103,642;18862,844;TN;LIBRE;9;86,379;O;S
02/05/2019 00:00;39755;A;1570;124;103,642;12851,608;TN;LIBRE;9;0;O;s
02/05/2019 00:00;811;A;1570;47;103,642;4871,174;TN;LIBRE;9;57,916;O;S
02/05/2019 00:00;6521;A;1570;29;103,642;3005,618;TN;LIBRE;9;76,498;O;S
02/05/2019 00:00;53202;V;1570;334;103,642;34616,428;TN;LIBRE;44;0;O;T
02/05/2019 00:00;50876;V;1570;7;103,642;725,494;TN;LIBRE;52;0;O;T
02/05/2019 00:00;50876;V;1570;55;103,642;5700,31;TN;LIBRE;52;0;O;T
02/05/2019 00:00;37214;V;1570;54;103,642;5596,668;TN;LIBRE;7;48,68;O;T
06/05/2019 00:00;55730;A;1570;289;103,726;29976,814;TN;LIBRE;6;0;O;T
06/05/2019 00:00;39437;A;1570;772;103,726;80076,472;TN;LIBRE;6;0;O;T
06/05/2019 00:00;39437;V;1570;772;103,726;80076,472;TN;LIBRE;6;0;O;T
06/05/2019 00:00;52142;V;1570;2;103,726;207,452;TN;LIBRE;6;0;O;T
06/05/2019 00:00;45475;V;1570;12;103,726;1244,712;TN;LIBRE;8;0;O;T
06/05/2019 00:00;52142;V;1570;4;103,726;414,904;TN;LIBRE;6;0;O;T
06/05/2019 00:00;52142;A;1570;4;103,726;414,904;TN;LIBRE;6;0;O;T
07/05/2019 00:00;37214;V;1570;674;103,748;69926,152;TN;LIBRE;7;48,68;O;T
07/05/2019 00:00;50888;A;1570;857;103,748;88912,036;TN;LIBRE;52;0;O;T
07/05/2019 00:00;46739;A;1570;408;103,748;42329,184;TN;LIBRE;52;0;O;T
07/05/2019 00:00;46916;A;1570;452;103,748;46894,096;TN;LIBRE;53;0;O;T
07/05/2019 00:00;39437;A;1570;723;103,748;75009,804;TN;LIBRE;6;0;O;T
07/05/2019 00:00;843;A;1570;136;103,748;14109,728;TN;LIBRE;6;1572,107;O;T
07/05/2019 00:00;39431;A;1570;451;103,748;46790,348;TN;LIBRE;7;0;O;T
07/05/2019 00:00;45481;A;1570;194;103,748;20127,112;TN;LIBRE;44;0;O;T
08/05/2019 00:00;44570;V;1570;4;103,769;415,076;TN;LIBRE;6;0;O;T
08/05/2019 00:00;44570;V;1570;10;103,769;1037,69;TN;LIBRE;6;0;O;T
09/05/2019 00:00;46496;A;1570;963;103,792;99951,696;TN;LIBRE;44;0;O;T
09/05/2019 00:00;5880;A;1570;101;103,792;10482,992;TN;LIBRE;7;22,12;O;T
09/05/2019 00:00;37056;A;1570;78;103,792;8095,776;TN;LIBRE;7;835,444;O;T
09/05/2019 00:00;39300;A;1570;18;103,792;1868,256;TN;LIBRE;7;0;O;T
09/05/2019 00:00;3551;A;1570;42;103,792;4359,264;TN;LIBRE;6;0;O;T
09/05/2019 00:00;51091;A;1570;103;103,792;10690,576;TN;LIBRE;6;0;O;T
14/05/2019 00:00;44271;A;1570;550;103,898;57143,9;TN;LIBRE;7;0;O;T
15/05/2019 00:00;53276;V;1570;140;103,92;14548,8;TN;LIBRE;7;0;O;T
15/05/2019 00:00;58431;V;1570;4812;103,92;500063,04;TN;LIBRE;83;0;O;T
16/05/2019 00:00;38870;A;1570;10;103,941;1039,41;TN;LIBRE;6;0;O;T
16/05/2019 00:00;45971;V;1570;337;103,941;35028,117;TN;LIBRE;44;0;O;T
16/05/2019 00:00;44663;A;1570;224;103,941;23282,784;TN;LIBRE;9;0;O;S
16/05/2019 00:00;9602;A;1570;1;103,941;103,941;TN;LIBRE;7;100,639;O;T
16/05/2019 00:00;28822;A;1570;48;103,941;4989,168;TN;LIBRE;6;0;O;T
17/05/2019 00:00;55740;V;1570;34;103,963;3534,742;TN;LIBRE;52;0;O;T
17/05/2019 00:00;39101;V;1570;1;103,963;103,963;TN;LIBRE;6;0;O;T
17/05/2019 00:00;57235;V;1570;4;103,963;415,852;TN;LIBRE;52;0;O;T
17/05/2019 00:00;52142;V;1570;3;103,963;311,889;TN;LIBRE;6;0;O;T
17/05/2019 00:00;58895;A;1570;144;103,963;14970,672;TN;LIBRE;6;0;O;T
17/05/2019 00:00;53874;V;1570;12;103,963;1247,556;TN;LIBRE;7;0;O;T
20/05/2019 00:00;38870;A;1570;62;104,027;6449,674;TN;LIBRE;6;0;O;T
20/05/2019 00:00;54434;V;1570;157;104,027;16332,239;TN;LIBRE;44;0;O;T
20/05/2019 00:00;52142;A;1570;9;104,027;936,243;TN;LIBRE;6;0;O;T
20/05/2019 00:00;55400;A;1570;150;104,027;15604,05;TN;LIBRE;44;0;O;T
20/05/2019 00:00;58889;A;1570;201;104,027;20909,427;TN;LIBRE;6;0;O;T
20/05/2019 00:00;45481;A;1570;58;104,027;6033,566;TN;LIBRE;44;0;O;T
21/05/2019 00:00;49246;V;1570;9;104,048;936,432;TN;LIBRE;52;0;O;T
21/05/2019 00:00;55730;A;1570;288;104,048;29965,824;TN;LIBRE;6;0;O;T
21/05/2019 00:00;9263;A;1570;96;104,048;9988,608;TN;LIBRE;9;36,443;O;s
21/05/2019 00:00;49245;A;1570;97;104,048;10092,656;TN;LIBRE;52;0;O;T
21/05/2019 00:00;57829;V;1570;427;104,048;44428,496;TN;LIBRE;7;0;O;T
21/05/2019 00:00;48405;A;1570;135;104,048;14046,48;TN;LIBRE;44;0;O;T
21/05/2019 00:00;53840;V;1570;145;104,048;15086,96;TN;LIBRE;44;0;O;T
21/05/2019 00:00;37214;V;1570;10;104,048;1040,48;TN;LIBRE;7;48,68;O;T
21/05/2019 00:00;54053;A;1570;48;104,048;4994,304;TN;LIBRE;52;0;O;T
21/05/2019 00:00;39310;V;1570;10;104,048;1040,48;TN;LIBRE;52;0;O;T
22/05/2019 00:00;48780;V;1570;19;104,07;1977,33;TN;LIBRE;44;0;O;T
23/05/2019 00:00;58901;A;1570;797;104,091;82960,527;TN;LIBRE;7;0;O;T
23/05/2019 00:00;45349;V;1570;43;104,091;4475,913;TN;LIBRE;7;0;O;T
23/05/2019 00:00;3732;A;1570;163;104,091;16966,833;TN;LIBRE;7;22,938;O;T
24/05/2019 00:00;9350;A;1570;1626;104,113;169287,738;TN;LIBRE;6;87,388;O;T
24/05/2019 00:00;55730;A;1570;175;104,113;18219,775;TN;LIBRE;6;0;O;T
24/05/2019 00:00;830;A;1570;4;104,113;416,452;TN;LIBRE;6;31,125;O;T
24/05/2019 00:00;46115;A;1570;101;104,113;10515,413;TN;LIBRE;6;0;O;T
24/05/2019 00:00;11246;A;1570;70;104,113;7287,91;TN;LIBRE;6;0;O;T
24/05/2019 00:00;54819;A;1570;65;104,113;6767,345;TN;LIBRE;6;0;O;T
24/05/2019 00:00;818;A;1570;44;104,113;4580,972;TN;LIBRE;6;1254,112;O;T
24/05/2019 00:00;26811;A;1570;10;104,113;1041,13;TN;LIBRE;6;52,799;O;T
24/05/2019 00:00;46114;A;1570;18;104,113;1874,034;TN;LIBRE;6;0;O;T
24/05/2019 00:00;51091;A;1570;147;104,113;15304,611;TN;LIBRE;6;0;O;T
24/05/2019 00:00;11245;A;1570;70;104,113;7287,91;TN;LIBRE;6;0;O;T
24/05/2019 00:00;44826;A;1570;147;104,113;15304,611;TN;LIBRE;8;0;O;T
24/05/2019 00:00;37056;A;1570;45;104,113;4685,085;TN;LIBRE;7;835,444;O;T
24/05/2019 00:00;39109;A;1570;20;104,113;2082,26;TN;LIBRE;7;0;O;T
24/05/2019 00:00;55559;A;1570;40;104,113;4164,52;TN;LIBRE;52;0;O;T
24/05/2019 00:00;50643;A;1570;46;104,113;4789,198;TN;LIBRE;44;0;O;T
24/05/2019 00:00;12866;A;1570;46;104,113;4789,198;TN;LIBRE;7;66,873;O;T
24/05/2019 00:00;50594;A;1570;5;104,113;520,565;TN;LIBRE;52;0;O;T
24/05/2019 00:00;45997;A;1570;26;104,113;2706,938;TN;LIBRE;52;0;O;T
24/05/2019 00:00;9602;A;1570;20;104,113;2082,26;TN;LIBRE;7;100,639;O;T
24/05/2019 00:00;48781;A;1570;1457;104,113;151692,641;TN;LIBRE;47;0;O;T
24/05/2019 00:00;53803;A;1570;11;104,113;1145,243;TN;LIBRE;52;0;O;T
24/05/2019 00:00;54341;A;1570;3;104,113;312,339;TN;LIBRE;12;0;O;T
24/05/2019 00:00;37108;A;1570;15;104,113;1561,695;TN;LIBRE;53;22,5;O;T
24/05/2019 00:00;37670;A;1570;8;104,113;832,904;TN;LIBRE;52;15,34;O;T
24/05/2019 00:00;45484;A;1570;6;104,113;624,678;TN;LIBRE;44;0;O;T
